id,CAP,astroturf,fake follower,financial,other,overall,self-declared,spammer,label
3039154799,0.797075908158591,0.2,1.8,2.0,3.4,3.4,0.0,0.2,1
390617262,0.9307543294922915,0.8,1.7,1.4,4.9,4.9,0.1,0.6,0
1704716070,0.7176911080698488,0.0,0.6,0.4,2.3,1.1,0.0,0.2,1
1154282738,0.8829632678129363,0.8,1.6,1.5,4.6,4.6,0.2,0.4,0
4655510439,0.7176911080698488,0.1,0.4,0.0,1.6,1.1,0.0,0.2,1
3119392109,0.7946723107742963,0.7,1.9,0.2,2.6,2.0,0.0,0.6,1
327555341,0.812935016236137,1.2,2.0,0.3,4.0,4.0,0.4,0.2,0
3007724008,0.8829632678129363,0.4,2.2,2.0,4.6,4.6,1.5,0.4,0
4034721759,0.8021481695167405,0.6,0.8,0.0,3.8,3.8,0.2,0.4,0
1459595030,0.8748575042966269,0.4,3.4,1.3,4.6,4.6,0.6,1.0,0
585091018,0.7287106185584935,0.0,0.6,0.4,1.8,1.2,0.0,0.4,1
391505537,0.7176911080698488,0.2,0.4,0.2,1.7,1.1,0.0,0.2,1
2363684405,0.7717813288270262,0.8,1.0,0.2,3.4,1.4,0.0,0.2,1
2982392825,0.923535423667034,0.4,1.6,1.6,4.8,4.8,0.1,0.2,0
2918674683,0.9077975241648624,0.8,1.6,1.6,4.8,4.8,0.1,0.7,0
1698808080,1.0,0.3,1.4,1.6,5.0,5.0,0.2,0.2,0
2298056467,0.621687023966582,0.0,0.6,0.6,1.8,0.8,0.0,0.2,1
585560662,0.8457543526336647,0.4,1.6,1.6,4.4,4.4,0.0,0.0,1
550410719,0.8457543526336647,0.6,0.7,0.1,4.4,4.4,0.1,0.0,0
329134629,0.8748575042966269,0.4,1.1,1.1,4.6,4.6,0.2,2.0,0
1202102875,0.7287106185584935,0.1,0.4,0.1,2.3,1.2,0.0,0.0,1
202212121,0.8912318555080615,0.2,1.0,0.6,4.6,4.6,0.0,0.3,0
1244391379,0.923535423667034,1.0,2.8,1.6,4.8,4.8,3.2,0.6,1
3291561425,0.8748575042966269,0.3,1.2,0.4,4.6,4.6,0.0,0.2,0
830683244,0.621687023966582,0.7,1.2,0.4,3.5,0.8,0.1,0.5,1
4352856142,0.7967247202742335,0.2,2.2,0.3,3.0,3.0,0.3,1.4,1
1006066460,1.0,1.2,2.4,1.2,5.0,5.0,0.4,0.1,0
425943636,0.8008799175144752,0.8,0.6,0.6,3.7,3.7,0.2,0.2,1
2579632449,0.812935016236137,0.2,1.4,1.6,4.0,4.0,0.0,0.1,1
4836438088,0.7998362042473794,0.6,1.3,0.2,3.6,3.6,0.4,0.6,1
202305873,0.9158377984126878,0.4,1.0,1.0,4.8,4.8,0.0,0.2,0
1244668758,0.7470839770895665,1.6,0.8,1.0,2.7,1.2,0.0,0.0,1
1086442256,0.8054784364249085,1.2,1.6,0.2,3.8,3.8,0.1,0.0,1
1123481,0.6004883262510591,0.7,0.2,0.1,2.1,0.8,0.0,0.0,1
606417584,0.7983123643488195,0.8,0.8,0.1,3.6,3.6,0.0,0.2,1
3500831,0.7287106185584935,0.8,0.4,0.0,3.0,1.2,0.0,0.1,1
3070640794,0.9373635156266058,0.5,1.0,0.5,5.0,5.0,0.0,0.1,0
306412249,0.7470839770895665,0.6,1.4,0.2,2.6,1.2,0.0,0.2,1
595356862,0.7826357858330618,0.4,0.2,0.0,2.7,1.6,0.0,0.0,1
625712362,0.7546218700467833,1.0,1.2,0.0,3.4,1.3,0.8,0.1,1
3407591541,0.8912318555080615,0.6,1.6,1.5,4.6,4.6,0.1,0.4,0
2918691515,0.9373635156266058,0.6,1.8,1.8,5.0,5.0,0.2,1.2,0
2837970855,0.8457543526336647,1.6,2.7,1.6,4.4,4.4,0.4,0.2,0
461015426,0.8076035454448582,0.6,0.6,0.4,3.9,3.9,0.0,0.2,0
2323994683,0.8829632678129363,0.8,2.4,1.0,4.6,4.6,0.6,0.6,0
177548621,0.5778862084370772,0.3,0.6,0.2,2.5,0.7,0.0,0.3,1
2217834630,0.779581525363529,0.0,1.4,0.4,3.2,1.6,0.0,0.4,1
2982506153,0.9373635156266058,0.4,1.5,1.4,5.0,5.0,0.2,0.2,0
1362279283,0.5539725719744064,0.6,0.8,0.1,2.2,0.6,0.0,0.0,1
4826949964,0.9307543294922915,0.8,1.6,1.8,4.9,4.9,0.3,0.3,0
2560586103,0.7611878625273879,0.8,0.7,0.4,2.9,1.4,0.1,0.6,1
932924905,1.0,0.4,1.8,1.6,5.0,5.0,0.4,0.4,0
2269447992,0.8595061719862279,0.2,1.4,1.4,4.4,4.4,0.0,0.2,0
327555253,0.9373635156266058,0.7,1.0,1.2,5.0,5.0,0.0,0.2,0
548662037,0.9077975241648624,0.8,2.3,1.4,4.8,4.8,0.6,0.2,0
4353158674,0.7287106185584935,0.5,1.4,0.1,3.2,1.2,0.0,0.2,1
966343682,0.812935016236137,0.4,1.0,0.2,4.0,4.0,0.0,0.0,0
603005791,0.7967206940193189,1.4,0.9,1.0,3.3,3.3,0.2,0.0,1
2939550185,0.7907586934369296,1.0,0.6,0.0,2.9,1.8,0.1,0.1,1
1109829834,0.797075908158591,2.3,0.7,0.2,3.4,3.4,0.0,0.2,1
2199622261,0.5778862084370772,0.5,0.4,0.0,2.6,0.7,0.0,0.2,1
424907383,0.7717813288270262,0.8,0.5,0.2,3.4,1.4,0.0,0.0,1
327674514,0.8748575042966269,0.6,1.0,1.1,4.6,4.6,0.0,0.6,0
1331398375,0.6004883262510591,1.2,0.2,0.0,2.6,0.8,0.0,0.0,1
333431378,0.7967206940193189,1.4,1.9,1.6,3.3,3.3,0.0,0.2,1
554539740,0.8995513244218455,0.2,1.0,1.0,4.7,4.7,0.0,0.3,0
2211763337,0.9307543294922915,0.4,1.0,1.2,4.9,4.9,0.1,0.3,0
2797764234,0.7874002196908744,0.4,1.0,0.0,3.0,1.7,0.0,0.1,0
2339156160,0.7983123643488195,0.7,2.1,1.5,3.6,3.6,0.0,0.2,0
2349112225,0.8457543526336647,0.6,1.6,1.1,4.4,4.4,0.2,0.4,0
2998480923,0.9373635156266058,0.4,0.7,0.6,5.0,5.0,0.0,0.4,0
2998555053,0.9373635156266058,0.4,0.8,0.9,5.0,5.0,0.0,0.4,0
2982782446,0.9307543294922915,0.4,1.6,1.5,4.9,4.9,0.1,0.2,0
448110696,0.923535423667034,0.6,1.4,1.8,4.8,4.8,0.3,0.2,0
2982546107,0.8524047631581662,0.6,0.8,1.1,4.4,4.4,0.2,2.4,0
700244333,0.8339181685112829,0.8,2.3,1.2,4.2,4.2,0.0,0.1,1
276497372,0.7384783166429812,0.6,0.1,0.0,1.7,1.2,0.0,0.0,1
2982795550,0.923535423667034,0.8,1.6,1.6,4.8,4.8,0.1,0.6,0
991332558,0.7965971518887632,0.2,2.2,0.8,3.2,3.2,0.2,0.4,1
2976241827,0.7759887465100499,0.6,1.3,1.1,3.1,1.5,0.0,0.2,1
489519253,0.5288664776112156,0.2,0.6,0.0,2.7,0.6,0.0,0.0,1
3092010165,0.7874002196908744,1.2,0.7,0.6,3.2,1.7,0.1,0.2,1
3290568658,0.797782173166965,0.2,1.9,0.8,3.5,3.5,0.2,1.6,0
3224618207,0.7989890411370751,0.4,2.0,1.5,3.6,3.6,0.2,0.4,1
573568763,0.7965971518887632,0.7,3.2,1.1,3.0,3.2,0.0,0.8,1
2419259186,0.7946723107742963,0.0,1.8,0.6,2.3,2.0,0.0,0.8,1
1571230602,0.923535423667034,1.4,2.8,1.4,4.8,4.8,0.2,0.4,1
202206667,0.8829632678129363,0.4,1.0,0.4,4.6,4.6,0.0,0.1,0
2930775934,0.8829632678129363,1.0,1.8,1.0,4.6,4.6,0.0,0.1,0
560954476,0.9158377984126878,0.8,0.7,0.6,4.8,4.8,0.1,0.4,0
423240463,0.7874002196908744,0.1,0.4,0.2,2.4,1.7,0.0,0.2,0
534504035,0.7176911080698488,2.7,1.0,0.0,2.9,1.1,0.0,0.0,1
2989418577,0.8339181685112829,0.4,0.7,0.1,4.2,4.2,0.0,0.0,0
814176367,0.7966668301280437,0.2,1.2,0.6,3.0,3.0,0.1,0.8,0
228744087,0.5027122940873614,0.5,1.0,0.1,2.2,0.6,0.0,0.3,0
2376525880,0.8524047631581662,1.7,2.9,1.6,4.4,4.4,0.3,0.2,0
2704478260,0.8829632678129363,0.4,1.6,2.0,4.6,4.6,0.2,0.2,0
278767989,0.8287549877594508,1.0,3.0,1.6,4.2,4.2,2.2,1.0,1
3138084547,0.7998362042473794,0.3,1.4,1.4,3.6,3.6,0.3,0.2,1
1122716048,0.7176911080698488,0.0,0.6,0.3,2.0,1.1,0.3,0.4,1
761376188,0.6414184221423734,0.2,0.7,0.1,3.2,0.8,0.0,0.1,1
2364628874,0.621687023966582,0.2,0.4,0.4,2.7,0.8,0.0,0.0,1
1714082910,0.8748575042966269,0.8,1.3,1.6,4.6,4.6,0.4,0.5,1
2982526985,0.8995513244218455,1.4,2.7,1.0,4.7,4.7,1.2,0.4,0
1449933242,0.7920317685697057,0.9,2.8,1.6,2.7,1.8,0.2,0.2,1
1260617916,0.5539725719744064,1.2,0.6,0.0,2.9,0.6,0.0,0.2,1
2367002093,0.6004883262510591,1.0,0.5,0.0,2.3,0.8,0.0,0.2,1
2976226983,0.6915799517497913,0.7,1.2,0.2,2.6,1.0,0.0,0.4,1
561125828,0.8595061719862279,0.6,1.0,0.0,4.4,4.4,0.1,0.0,0
494889421,0.6763619064808265,0.8,0.6,0.0,2.1,1.0,0.2,0.2,1
2905469547,0.4756769663222349,0.0,1.0,0.1,2.6,0.5,0.0,0.1,1
55404019,0.7967247202742335,1.0,0.3,0.0,3.0,3.0,0.2,0.0,1
554630722,0.8199148539199458,1.2,1.2,0.2,4.1,4.1,0.4,0.4,0
1006016766,0.9373635156266058,0.6,1.2,1.0,5.0,5.0,0.1,0.2,0
271466783,0.6915799517497913,0.6,0.6,0.0,2.9,1.0,0.1,0.1,1
2772451794,0.923535423667034,0.6,0.8,1.0,4.8,4.8,0.1,0.3,0
421858976,0.6414184221423734,1.6,0.8,0.2,3.0,0.8,0.0,0.0,1
3825988815,0.7611878625273879,0.8,0.4,0.0,2.9,1.4,0.0,0.2,1
1183194624,0.8748575042966269,0.2,1.2,0.6,4.6,4.6,0.1,0.4,0
2998556339,1.0,0.4,0.6,0.9,5.0,5.0,0.0,0.4,0
503680418,0.8076035454448582,1.1,1.0,1.0,3.9,3.9,0.0,0.2,0
132962832,0.6915799517497913,0.6,0.4,0.0,3.1,1.0,0.0,0.0,1
456210073,0.9307543294922915,0.2,1.2,1.0,4.9,4.9,0.0,0.2,0
1268082668,0.7874002196908744,1.2,2.2,0.7,3.2,1.7,0.0,0.0,1
922839841,0.8036706514015852,1.4,2.3,0.4,3.8,3.8,0.8,0.8,0
595846370,0.8912318555080615,0.6,1.2,1.4,4.6,4.6,0.0,0.7,0
2985794427,0.9077975241648624,0.4,1.4,1.6,4.8,4.8,0.1,0.2,0
468385317,0.7668769621923945,0.0,0.6,0.4,3.0,1.4,0.0,0.2,0
2949953224,0.812935016236137,0.8,1.8,1.5,4.0,4.0,0.2,0.3,1
524420458,0.8054784364249085,0.7,1.2,0.0,3.8,3.8,0.1,0.0,0
548914113,0.7668769621923945,0.3,0.8,0.2,2.7,1.4,0.1,0.2,0
2996584924,0.9307543294922915,1.0,1.6,1.6,4.9,4.9,0.1,0.8,0
2996521607,0.812935016236137,0.2,1.6,0.9,4.0,4.0,0.0,0.2,1
2535033852,0.7668769621923945,1.2,0.3,0.1,3.3,1.4,0.2,0.0,0
2919429628,0.9373635156266058,0.6,1.8,1.4,5.0,5.0,0.2,0.2,0
560604863,0.8524047631581662,0.8,1.1,1.0,4.4,4.4,0.0,0.4,0
3017654309,0.8287549877594508,0.6,1.1,1.1,4.2,4.2,0.0,0.1,0
2729708935,0.8076035454448582,0.8,2.5,1.4,3.9,3.9,0.0,0.3,1
866147862,0.8076035454448582,2.3,1.4,0.2,3.9,3.9,0.0,0.0,1
549384602,0.8595061719862279,0.8,2.0,1.2,4.4,4.4,0.2,0.9,0
2413775282,0.6004883262510591,1.5,1.0,0.8,2.3,0.8,0.0,0.0,1
3031331457,0.6915799517497913,1.0,1.8,0.0,3.0,1.0,0.0,0.2,1
561480213,0.7973765977480777,0.2,0.7,0.8,3.4,3.4,0.0,0.2,1
549173992,0.9307543294922915,0.8,1.8,1.5,4.9,4.9,0.1,0.6,0
3102059566,0.9158377984126878,0.2,1.1,1.0,4.8,4.8,0.2,0.8,0
197284836,0.7668769621923945,1.8,0.8,0.2,2.4,1.4,0.1,0.2,1
1050774624,0.7946723107742963,1.2,0.4,0.0,2.2,2.0,0.0,0.0,1
3102658995,0.6414184221423734,0.0,0.4,0.2,2.3,0.8,0.0,0.2,1
2363390223,0.797782173166965,0.6,2.1,1.4,3.5,3.5,0.0,0.5,1
1069206085,0.7989890411370751,0.2,1.2,0.7,3.6,3.6,0.0,0.8,1
326826176,0.7892294694438972,0.5,1.2,0.0,2.8,1.8,0.0,0.2,1
968459856,0.6004883262510591,0.2,0.6,0.6,2.4,0.8,0.0,0.3,1
2950692315,0.8829632678129363,1.0,1.7,1.2,4.6,4.6,0.2,0.7,0
437486455,0.7983123643488195,0.8,2.0,0.8,3.6,3.6,0.0,0.4,1
627733507,0.923535423667034,0.6,1.2,1.4,4.8,4.8,0.0,0.4,0
3107788774,0.8748575042966269,0.8,1.1,1.0,4.6,4.6,0.0,0.2,0
847497841,0.6004883262510591,0.6,0.5,0.0,2.4,0.8,0.0,0.1,1
412155718,0.7176911080698488,0.8,0.7,0.1,3.5,1.1,0.2,0.2,1
133460400,0.812935016236137,1.8,2.0,1.4,4.0,4.0,0.2,0.0,1
186977143,0.5027122940873614,1.0,0.3,0.0,1.8,0.6,0.0,0.0,1
2984109993,0.8524047631581662,0.6,1.0,0.9,4.4,4.4,0.0,0.2,0
856884030,0.621687023966582,0.2,0.6,0.6,2.8,0.8,0.0,0.0,1
299365630,0.4756769663222349,1.2,0.4,0.0,2.0,0.5,0.0,0.0,1
769392715,0.5778862084370772,0.4,0.2,0.0,2.4,0.7,0.0,0.0,1
422924590,0.8036706514015852,0.4,0.7,0.6,3.8,3.8,0.0,0.0,0
2264615275,0.7546218700467833,1.2,1.7,0.2,3.2,1.3,0.2,0.4,1
434217283,0.6915799517497913,0.3,0.4,0.0,2.2,1.0,0.0,0.1,1
415107191,0.7384783166429812,0.6,0.8,0.2,3.6,1.2,0.0,0.0,1
2918732806,0.9373635156266058,0.5,1.6,2.0,5.0,5.0,0.1,0.5,0
902535078,0.8008799175144752,0.6,1.2,0.8,3.7,3.7,0.2,0.4,1
2920996798,0.9158377984126878,0.3,1.2,1.4,4.8,4.8,0.0,0.2,0
396024657,0.8748575042966269,0.6,1.6,1.2,4.6,4.6,0.2,0.4,0
1064261450,0.7470839770895665,1.8,0.4,0.0,3.6,1.2,0.0,0.0,1
504476597,0.5778862084370772,0.2,0.4,0.0,2.6,0.7,0.0,0.0,1
2949925353,0.923535423667034,0.4,1.2,1.6,4.8,4.8,0.0,0.4,0
422947897,0.8395863545645614,0.6,1.4,0.4,4.3,4.3,0.0,0.4,0
2982486513,0.9307543294922915,0.4,1.0,1.0,4.9,4.9,0.0,0.3,0
4701456854,0.8670116134145492,0.6,2.6,1.1,4.5,4.5,0.5,0.2,1
51703470,0.797075908158591,0.6,1.6,1.4,3.4,3.4,0.0,0.8,1
2918711542,1.0,0.7,1.8,1.8,5.0,5.0,0.1,0.9,0
2920497934,0.7611878625273879,0.5,0.4,0.8,2.7,1.4,0.0,0.0,0
358795296,0.795728227940139,1.4,0.6,0.0,2.8,2.1,0.0,0.0,1
2672479163,0.7983123643488195,0.6,2.0,1.5,3.6,3.6,0.2,0.4,1
785397318,0.7874002196908744,2.1,0.8,0.0,3.0,1.7,0.0,0.1,1
518642028,0.8199148539199458,0.2,0.9,0.8,4.1,4.1,0.4,0.4,0
135547288,0.7973765977480777,2.9,0.7,0.0,3.4,3.4,0.1,0.0,1
2985880540,0.8829632678129363,0.7,0.9,1.2,4.6,4.6,0.2,0.1,0
193317159,0.621687023966582,0.0,0.2,0.6,2.3,0.8,0.0,0.2,1
2767540864,0.797782173166965,1.0,1.6,0.2,3.5,3.5,0.5,2.8,1
25851958,0.6004883262510591,0.4,0.2,0.0,2.4,0.8,0.0,0.0,1
202339780,0.8240917140475522,0.3,0.8,0.4,4.1,4.1,0.1,0.5,0
438798142,0.6763619064808265,1.2,0.8,0.1,2.9,1.0,0.0,0.0,1
302125749,0.7287106185584935,0.4,0.4,0.0,2.4,1.2,0.0,0.0,0
184810052,0.8199148539199458,0.6,1.8,0.5,4.1,4.1,0.0,0.4,0
165051584,0.7176911080698488,1.4,0.6,0.0,2.3,1.1,0.0,0.0,1
3035505075,0.7939576449836836,0.0,1.8,0.4,2.0,2.0,0.0,0.4,0
3489637217,0.7717813288270262,0.0,1.1,0.8,2.8,1.4,0.0,0.1,0
893090869,0.7176911080698488,1.0,1.2,0.0,2.4,1.1,0.0,0.4,0
3304132186,0.8395863545645614,0.4,0.6,0.4,4.3,4.3,0.0,0.2,0
45394510,0.6414184221423734,0.8,0.6,0.4,2.2,0.8,0.0,0.2,1
502749635,0.7967206940193189,0.8,0.6,0.0,3.3,3.3,0.1,0.0,1
2962604531,0.8054784364249085,0.6,1.8,0.1,3.8,3.8,2.4,0.6,1
2237617592,0.6763619064808265,1.4,0.4,0.0,3.2,1.0,0.0,0.0,1
2983905783,0.9307543294922915,0.4,0.8,0.8,4.9,4.9,0.0,0.4,0
442096443,0.796599114745521,0.3,2.3,1.6,3.2,3.2,0.1,0.2,1
1886073978,0.9077975241648624,0.7,1.4,0.8,4.8,4.8,0.1,0.4,0
840241477,0.7717813288270262,0.4,0.4,0.0,3.4,1.4,0.0,0.0,1
3031628369,0.9307543294922915,0.8,2.0,1.5,4.9,4.9,0.1,0.5,0
2591240449,0.8670116134145492,0.8,1.9,1.4,4.5,4.5,0.0,1.0,0
2918679371,0.8036706514015852,0.2,0.5,0.1,3.8,3.8,0.0,0.0,0
548707617,0.9077975241648624,0.2,1.2,0.8,4.8,4.8,0.2,0.4,0
2919471316,1.0,0.5,2.8,1.8,5.0,5.0,0.0,0.4,0
2984398203,0.8595061719862279,0.2,0.6,0.3,4.4,4.4,0.0,0.2,0
276026459,0.7611878625273879,2.3,0.4,0.0,2.6,1.4,0.1,0.0,1
2181109997,0.7852210697594887,0.8,0.2,0.0,3.2,1.6,0.0,0.0,1
4548516682,1.0,0.6,2.2,1.3,5.0,5.0,0.2,0.2,0
617000584,0.7983123643488195,0.8,0.8,0.0,3.6,3.6,0.4,0.2,1
2764705943,0.8008799175144752,0.2,2.6,2.0,3.7,3.7,0.3,1.5,0
4149019083,0.8829632678129363,0.3,2.1,1.4,4.6,4.6,0.0,1.2,0
1013753576,0.7826357858330618,0.2,1.6,0.4,3.3,1.6,0.0,0.4,1
3419845179,0.9373635156266058,0.9,2.4,1.4,5.0,5.0,0.2,0.4,0
617171996,0.7717813288270262,0.2,0.9,0.1,2.9,1.4,0.0,0.2,1
2982584363,0.816204310368583,0.4,2.2,0.8,4.1,4.1,0.4,0.7,0
4908982317,0.659646495284545,0.6,0.5,0.0,3.2,0.9,0.0,0.0,1
2984381056,0.9158377984126878,0.2,0.9,0.8,4.8,4.8,0.0,0.4,0
2350026720,0.796622208632847,1.4,0.9,0.0,3.1,3.1,0.2,0.4,0
2158759025,0.8595061719862279,0.4,0.6,0.6,4.4,4.4,0.1,0.0,0
2983182773,0.9373635156266058,0.8,2.2,1.2,5.0,5.0,0.2,0.6,0
201197015,0.8670116134145492,0.4,1.0,1.4,4.5,4.5,0.0,0.2,0
3346645053,0.9307543294922915,0.2,0.7,0.8,4.9,4.9,0.0,0.2,0
517747193,0.6915799517497913,0.6,0.6,0.2,2.2,1.0,0.0,0.1,1
561948464,1.0,0.4,1.4,1.0,5.0,5.0,0.0,0.2,0
202588307,0.8076035454448582,0.4,0.8,0.6,3.9,3.9,0.0,0.2,0
2864751126,0.7546218700467833,0.4,1.5,0.4,3.0,1.3,0.1,0.4,1
2240552686,0.4479465575931997,0.2,0.6,0.6,2.0,0.4,0.0,0.1,1
1092509449,0.795728227940139,0.1,1.4,1.4,2.8,2.1,0.2,0.2,1
50265477,0.7546218700467833,0.6,1.5,0.6,2.8,1.3,0.0,0.2,1
4580699608,0.9373635156266058,0.3,1.2,1.4,5.0,5.0,0.0,0.1,0
20432064,0.659646495284545,0.8,0.8,0.0,3.2,0.9,0.0,0.0,1
1718499800,0.816204310368583,1.2,1.4,0.2,4.1,4.1,0.8,0.2,1
1379007452,0.7287106185584935,1.2,0.7,0.0,2.7,1.2,0.0,0.0,1
3121352247,0.7611878625273879,0.0,1.2,0.1,2.2,1.4,0.2,0.8,1
327894673,0.8395863545645614,0.3,1.2,1.6,4.3,4.3,0.2,0.4,0
202361176,1.0,0.4,2.8,1.8,5.0,5.0,0.1,0.0,0
3002946545,0.9077975241648624,0.6,1.3,1.2,4.8,4.8,0.1,0.4,0
549375513,0.8912318555080615,1.0,2.5,1.6,4.6,4.6,0.6,0.4,0
3017805851,1.0,0.6,0.7,0.9,5.0,5.0,0.0,0.3,0
1857099379,0.6915799517497913,1.4,0.6,0.6,2.0,1.0,0.0,0.0,1
4636530203,0.9373635156266058,0.4,2.3,1.4,5.0,5.0,0.4,0.2,0
2949998247,0.8524047631581662,0.4,0.8,0.8,4.4,4.4,0.2,0.1,0
82659565,0.7907586934369296,1.0,0.8,0.6,2.6,1.8,0.0,0.1,0
4549685356,0.9307543294922915,0.4,1.7,1.8,4.9,4.9,0.4,1.0,0
337161893,0.7967206940193189,0.6,0.5,0.0,3.3,3.3,0.2,0.1,1
596665906,0.779581525363529,0.8,0.6,0.0,3.0,1.6,0.2,0.0,1
